cloud_cover,diurnal _temp,frost_frequency,evo_transpiration,vapour_pressure,wetday_frequency,elevation,lumpy_disease
37.1,13.3,31,0.8,0.3,1.12,217,0
37.4,13.6,31,0.9,0.2,0.58,215,0
37.6,14.1,31,0.8,0.2,0.64,227,0
37.7,14.7,31,0.8,0.3,0.74,205,0
37.7,15.5,31,0.8,0.3,0.85,237,0
37.7,15.7,31,0.9,0.3,0.93,209,0
37.6,15.7,31,0.8,0.3,0.98,226,0
37.7,16,31,0.9,0.3,0.69,233,0
39,15.5,31,0.9,0.3,1.12,237,0
38.7,15.4,31,0.8,0.2,1.12,192,0
39.3,15,31,0.8,0.2,1.12,216,0
39.1,15.1,31,0.8,0.1,1.12,157,0
41.1,15.2,31,0.8,0.1,1.26,189,0
42.3,15.1,31,1,0.1,2.65,197,0
42.1,15.4,31,1,0.1,2.41,233,0
42.1,15.9,31,1,0.1,2.3,222,0
56,12.9,9.52,1.1,8.7,1.63,161,0
58.6,11.2,15.26,1,7.4,1.94,170,0
64.2,9.3,24.15,1,4.4,2.45,92,0
64,9.1,28.25,1.1,2,2.19,208,0
63.8,10.3,31,1.1,0,2.06,240,0
62.4,11,31,1.1,0,2.27,89,0
62.2,11.9,31,0.9,0,1.81,207,0
61.7,12.5,31,0.9,0,1.19,222,0
59.6,13.2,31,0.9,0,0.62,242,0
57.1,13.9,31,0.9,0,0.27,243,0
55.3,14.7,31,0.9,0,0.23,231,0
54,15.2,31,0.9,0,3.74,203,0
53.2,15.4,31,0.8,0,0.21,243,0
50.7,15.6,31,0.8,0,0.21,197,0
50.6,15.7,31,0.8,0,0.37,216,0
49.3,15.6,31,0.9,0.1,0.76,216,0
49.3,15.5,31,0.9,0.2,1.32,228,0
48.5,15.7,31,0.9,0.2,2.05,212,0
49,15.8,31,0.9,0.2,2.81,192,0
48.3,15.8,31,0.9,0.2,3.31,213,0
47.3,15.8,31,1,0.2,3.12,192,0
48.4,15.6,31,0.9,0.2,2.81,220,0
48.5,14.9,31,0.9,0.3,2.24,209,0
42.5,14.7,31,0.9,0.3,2.02,227,0
41.6,14.4,31,1,0.3,2.05,217,0
39.6,14,31,1,0.3,2.15,237,0
38.9,13.4,31,1,0.3,2.28,195,0
38.5,13.1,31,1,0.3,2.45,243,0
38.1,12.8,31,0.9,0.3,2.29,209,0
37.5,12.8,31,0.9,0.3,1.97,205,0
37.1,13,31,0.9,0.3,0.64,231,0
35.7,13.3,31,0.9,0.3,0.5,233,0
35.9,13.8,31,1,0.2,0.53,218,0
36.1,14.6,31,0.9,0.2,0.61,231,0
36.4,15.2,31,0.9,0.2,0.74,211,0
37.4,15.5,31,0.9,0.2,0.89,237,0
37.6,15.8,31,0.9,0.2,0.95,222,0
37.3,15.6,31,0.9,0.2,0.66,243,0
38.2,15.2,31,0.9,0.2,0.75,221,0
38,15.8,31,0.8,0.2,1.15,231,0
40.5,15,31,1,0.2,1.28,208,0
41.8,14.7,31,1,0.2,1.25,189,0
40.9,15,31,0.9,0.1,1.3,164,0
41.7,15,31,1,0.1,1.31,218,0
42.6,15,31,0.9,0.1,1.29,233,0
44.2,15.4,31,1,0.1,1.31,236,0
53.6,12.1,9.28,1.1,9,1.47,169,0
58.5,9.6,20.77,1.1,5.2,2.03,133,0
61,9.2,28.25,1.3,1.6,1.86,236,0
60.8,10.1,30.62,1.3,0,2.04,198,0
60.4,11.3,31,1.2,0,1.7,191,0
60.1,12.2,31,1,0,1.14,216,0
59.4,12.8,31,1.1,0,0.69,190,0
58.4,13.8,31,1,0,0.54,185,0
55.9,14.5,31,1,0,0.51,193,0
53.3,15.1,31,1,0,0.5,157,0
52.1,15.4,31,0.9,0,0.47,193,0
50.7,15.5,31,0.9,0,0.45,207,0
49.1,15.5,31,0.9,0.1,0.59,233,0
49.1,15.5,31,1,0.1,0.9,227,0
47.9,15.5,31,1,0.1,1.43,201,0
48.6,15.8,31,0.9,0.2,2.18,120,0
48.9,15.9,31,0.9,0.2,2.83,232,0
48,16,31,0.9,0.3,3.31,232,0
47.3,15.7,31,0.9,0.3,3.06,190,0
48.4,15.2,31,1,0.3,2.35,228,0
43.2,15,31,1,0.3,1.93,229,0
42,14.8,31,1,0.3,1.74,177,0
41.3,14.6,31,1,0.3,1.76,208,0
39.6,14.3,31,1,0.3,1.88,106,0
39.3,13.9,31,1,0.3,2.77,152,0
39.1,13,31,1,0.3,2.33,203,0
38.1,12.8,31,1,0.3,2.1,229,0
38.8,12.8,31,1,0.3,0.22,197,0
38.1,12.4,31,1,0.3,0.56,233,0
38,12.6,31,0.9,0.9,1.37,218,0
38.3,13.6,31,1,0.3,0.72,222,0
39.2,14.6,31,1,0.2,0.86,234,0
37.8,15.4,31,1,0.2,1.9,203,0
37.4,15.6,31,1,0.3,1.58,205,0
37.6,15.8,31,1,0.1,0.55,216,0
37.6,15.5,31,1,0.1,0.68,231,0
38.2,15.1,31,1,0.1,1.08,235,0
38.1,15.1,31,0.9,0.1,0.93,156,0
40.3,14.9,31,1,0.1,1.09,232,0
40.6,14.1,31,1.2,0.2,1.33,189,0
42.6,13.8,31,1.2,0.4,1.33,213,0
42.4,14.6,31,1,0.1,1.29,190,0
43.6,14.9,31,1.1,0.1,1.34,227,0
42.8,15.5,31,1,0.1,1.31,159,0
55.2,13.7,7.15,1.2,9.2,1.05,159,0
51.3,13.3,7.15,1.2,9.3,0.96,160,0
50.9,12.8,7.61,1.2,9,0.91,164,0
51.9,11.9,9.77,1.2,8.4,1.11,170,0
54.3,10.4,13.12,1.2,7.1,1.47,182,0
56.6,8.7,23.33,1.3,4,1.92,160,0
58.2,10.5,30.8,1.4,0,1.8,232,0
56.8,10.2,28.91,1.4,1.3,1.2,210,0
56.2,11.4,30.68,1.4,0,0.88,244,0
56.6,12.5,31,1.3,0,0.73,157,0
57.9,14.2,31,1,0,0.74,187,0
56,14.9,31,1,0,0.76,175,0
53,15.2,31,0.9,0,0.79,225,0
50.2,15.3,31,1,0,0.81,239,0
49.2,15.2,31,1,0,0.94,191,0
47.4,15.3,31,1.1,0,1.35,212,0
47.4,15.6,31,1,0.1,1.83,183,0
47.9,15.8,31,1,0.2,2.51,223,0
48.4,16.1,31,1,0.2,3.12,242,0
47.6,16.2,31,1,0.2,3.49,234,0
46.8,16.2,31,1,0.3,3.09,199,0
48,15.3,31,1.1,0.3,2.13,243,0
41.9,15.4,31,1,0.3,1.65,225,0
41.1,15,31,1,0.4,1.42,215,0
39.5,14.7,31,1,0.4,1.4,234,0
39,14.3,31,1.1,0.4,2.15,232,0
37.7,13.7,31,1.1,0.3,1.98,234,0
37.8,13.4,31,1.1,0.3,1.95,234,0
37.5,12.2,31,1.2,0.3,0.02,219,0
39.3,12,31,1.1,0.5,0.99,219,0
37.5,11.8,31,1,0.7,0.95,231,0
39.7,12.2,31,0.9,1.2,0,225,0
38.5,13.4,31,1,0.5,1,151,0
38.3,14.8,31,1,0.3,1.05,229,0
39.9,15.7,31,1,0.5,2.19,199,0
37.9,16.3,31,1,0.4,2.01,196,0
37.6,15.7,31,1.1,0.3,1.65,218,0
36.5,15.6,31,1,0,0.73,233,0
36.5,14.7,31,1.1,0,0.89,232,0
37.6,14.3,31,1.1,0.1,1.17,235,0
39.7,14.8,31,1.1,0.1,1.12,134,0
41.1,14,31,1.2,0.1,1.32,246,0
41.5,14.4,31,1,0.1,1.31,220,0
42.8,14.5,31,1.1,0.1,1.28,226,0
44,15.1,31,1,0.1,1.33,218,0
42.9,15.4,31,1,0.1,1.29,191,0
51.1,14,5.23,1.3,8.8,0.5,161,0
50.6,13.7,5.64,1.3,9.1,0.43,159,0
49.8,13.5,5.64,1.3,9.3,0.48,160,0
49.2,13,6.27,1.4,9.1,0.66,162,0
51.3,11.2,10.02,1.4,7.5,1.1,184,0
53.4,8.9,14.99,1.4,5.4,1.61,211,0
53.2,8.7,23.21,1.5,3.3,1.96,141,0
53.1,9.2,24.26,1.5,3.1,1.42,226,0
54,10.4,28.48,1.5,1.1,1.16,244,0
54.5,11.9,30.7,1.5,0,1.02,168,0
55.9,13.7,31,1.1,0,1.03,231,0
54.5,14.3,31,1.1,0,1.07,201,0
52.9,14.7,31,1.1,0,1.16,206,0
51.1,15.3,31,0.9,0,1.3,227,0
49.3,15.3,31,1,0,1.54,239,0
46.9,15.5,31,1,0.1,2.01,237,0
46.8,15.7,31,1,0.1,2.43,233,0
47.4,15.9,31,1,0.2,3.02,246,0
46.7,16.1,31,1,0.2,3.41,237,0
46.1,16,31,1.2,0.2,3.42,217,0
46.4,16.2,31,1.1,0.3,2.87,238,0
41.7,15.5,31,1.1,0.3,2.23,188,0
40.3,15.5,31,1.1,0.4,1.56,224,0
39.8,15.3,31,1.1,0.4,1.22,234,0
38.6,15.1,31,1.1,0.4,1.02,218,0
38.3,14.8,31,1.1,0.4,1.43,239,0
36.9,14.3,31,1.1,0.3,1.38,173,0
35,13.4,31,1.2,0.3,1.56,213,0
37.5,13,31,1.1,0.3,0.1,182,0
41.8,12.9,31,1.1,0.3,1.37,232,0
41.1,12.5,31,1.1,0.3,0.73,204,0
39,12.3,31,1,0.9,0.85,194,0
39.1,13.5,31,1.1,0.8,0.92,225,0
39,14.8,31,1.1,0.5,1.04,197,0
38.8,15.8,31,1.1,0.7,2.16,222,0
37.1,16.3,31,1.1,0.4,1.01,232,0
37.7,16.3,31,1.2,0,1.04,244,0
37.4,16.1,31,1.1,0,1.18,236,0
35.9,15.1,31,1.2,0,1.01,228,0
37.4,14.5,31,1.2,0,1.15,174,0
38.5,14.3,31,1.2,0,1.29,198,0
40.9,13.1,31,1.3,0.3,1.31,202,0
43.1,14.3,31,1,0,1.33,118,0
41.6,14.4,31,1,0,1.26,229,0
43,15,31,1,0.1,1.22,221,0
42.1,15.2,31,1,0.1,0.79,175,0
49.8,14.7,4.09,1.4,8.9,0.3,156,0
50.4,14.4,4.45,1.5,8.9,0.26,160,0
49,14.2,4.45,1.5,9.1,0.25,161,0
48.4,14.1,4.09,1.5,9.5,0.29,160,0
47.7,13.9,4.27,1.5,9.6,0.44,161,0
47,13.3,5.03,1.6,9.2,0.77,164,0
48.9,11.3,8.55,1.6,7.5,1.37,177,0
49,9.8,11.55,1.6,6.1,1.41,198,0
50.4,9,17.66,1.5,4.3,1.09,213,0
52.6,10.2,27.76,1.7,0.7,0.97,236,0
54.5,11.8,30.68,1.5,0,0.99,153,0
53.7,13.1,31,1.3,0,1.07,234,0
53.9,14.2,31,1.1,0,1.27,235,0
52.3,14.3,31,1.1,0,1.49,217,0
50.1,14.4,31,1.2,0,1.8,214,0
48.1,14.9,31,1.1,0,2.3,211,0
46.7,15.3,31,1.1,0.1,2.7,238,0
46.4,15.7,31,1,0.2,3.32,200,0
47,16,31,1,0.2,3.73,229,0
46.3,16.2,31,1.1,0.2,3.67,185,0
46.7,16.4,31,1.1,0.2,3.34,207,0
45.9,16.5,31,1.1,0.3,2.77,235,0
41,15.9,31,1,0.3,2.13,216,0
38.5,15.9,31,1.1,0.3,1.56,191,0
37.3,16,31,1.1,0.3,1.27,199,0
37.6,15.7,31,1.2,0.4,1.13,217,0
36.4,15.4,31,1.2,0.4,0.89,235,0
34.7,15.1,31,1.1,0.3,1.32,203,0
39.1,14.6,31,1.1,0.3,1.15,221,0
40.8,14.2,31,1.1,0.3,1.78,173,0
38.8,14.1,31,1.1,0.3,1.25,236,0
38,13.9,31,1.2,0.2,0.7,236,0
39.9,13.2,31,1.2,0.6,0,183,0
37.8,14.1,31,1.2,0.3,0,224,0
38,15,31,1.3,0.1,0,234,0
37.6,15.8,31,1.2,0.1,0,236,0
38.5,16.2,31,1.2,0,0,154,0
36.3,16.4,31,1.3,0,0,203,0
37.3,15.9,31,1.2,0,0,235,0
37.1,15.5,31,1.2,0,0,192,0
36.4,14.7,31,1.2,0,0,202,0
37.6,14.3,31,1.2,0,0,75,0
40.4,14.1,31,1.2,0,1.2,207,0
40.5,14.7,31,1,0,1.26,237,0
41.1,14.7,31,1.1,0,1.22,231,0
41.1,15,31,1.1,0,1.16,212,0
43.8,15.2,31,1.1,0.1,2.38,183,0
48.1,15,4.45,1.6,8.9,0.21,157,0
47.8,14.8,4.09,1.6,8.8,0.2,160,0
48.1,14.5,3.91,1.6,8.9,0.23,161,0
47.9,14.4,3.91,1.7,9.1,0.29,160,0
47.1,14.2,3.73,1.7,9.3,0.43,162,0
47,14,4.09,1.7,9.4,0.51,163,0
45.6,13.8,4.64,1.7,9.3,0.63,162,0
45.5,13.2,5.85,1.7,8.9,0.83,164,0
46.7,11.6,8.31,1.7,7.4,0.73,158,0
47.9,10.1,13.65,1.6,5.2,0.65,145,0
48.1,10.2,18.45,1.6,4.1,0.67,167,0
51.1,11.8,29.83,1.6,0,0.93,184,0
39.4,15.8,31,1.1,0.3,1.22,242,0
38.1,15.4,31,1.1,0.3,1.19,236,0
38.6,15.1,31,1.2,0.3,1.56,198,0
37.9,15.3,31,1.2,0.2,0.67,236,0
37.4,15.3,31,1.2,0.3,0,243,0
38.7,15.1,31,1.2,0.3,0,234,0
37.5,15.9,31,1.4,0.1,0,227,0
37.7,16.5,31,1.4,0,0,227,0
35.6,17.2,31,1.3,0,0,222,0
36.5,16.8,31,1.3,0,0,195,0
36.3,15.8,31,1.3,0,0,211,0
37.3,15.2,31,1.3,0,0,147,0
37,14.3,31,1.3,0,0,170,0
39,12.8,29.77,1.3,1.8,1.05,164,0
40.3,13,30.34,1.4,1,1.1,162,0
40.4,14.4,31,1.1,0,1.1,111,0
40,14.4,31,1.1,0,1.08,238,0
41.8,14.3,31,1.2,0.1,1.18,225,0
42.3,14.5,31,1.3,0.1,1.2,210,0
44,15.5,5.23,1.7,8.3,0.3,158,0
45.6,15.3,4.84,1.7,8.4,0.25,158,0
45.7,15,4.84,1.7,8.3,0.26,158,0
46.5,14.7,4.27,1.8,8.5,0.28,159,0
47.3,14.5,3.56,1.8,8.7,0.3,159,0
46.5,14.3,4.09,1.8,9,0.25,161,0
46.3,14.2,3.91,1.9,9.2,0.27,162,0
45.8,14.1,4.09,1.9,9.3,0.36,160,0
44.2,14.2,4.45,1.8,9.4,0.44,159,0
44.1,13.7,4.64,1.8,9.2,0.5,165,0
45.3,12.2,7.15,1.7,7.7,0.5,148,0
45.2,11.2,10.02,1.7,6.3,0.56,148,0
45,11.1,12.86,1.7,5.3,0.69,185,0
37.9,17.6,31,1.3,0.3,1.24,239,0
37.9,16.1,31,1.5,0.3,0.78,128,0
37.8,16,31,1.3,0.2,0.72,133,0
37.8,15.9,31,1.3,0.2,0.34,140,0
37.8,15.7,31,1.5,0.3,0,228,0
37.9,16.7,31,1.5,0.1,0,138,0
38.3,15.9,30.98,1.5,0.5,0,177,0
36.6,16.9,31,1.5,0,0,239,0
36.2,17.4,31,1.4,0,0,187,0
35.8,17.4,31,1.3,0,0,244,0
36.8,16.5,31,1.4,0,0,116,0
36.5,15.6,31,1.5,0.3,0,245,0
36.7,15.4,30.99,1.5,0.3,0,219,0
37.9,14.7,30.93,1.4,0.2,0.98,136,0
39.1,12.1,27.67,1.3,2.7,3,98,0
40.3,13,30.52,1.4,0.3,2.05,242,0
39.8,14,31,1.1,0,2.09,217,0
40.1,13.9,31,1.2,0.1,2.19,244,0
41.1,14.4,31,1.1,0.1,3.5,220,0
38.3,16.2,5.85,1.7,7.8,0.29,155,0
40.6,15.9,5.03,1.8,7.9,0.38,158,0
41.1,15.6,4.64,1.8,8,0.41,159,0
43.2,15.3,4.27,1.9,8,0.39,157,0
45.7,15,4.09,1.9,8.1,0.25,160,0
46,14.7,3.56,2,8.4,0.2,161,0
46.7,14.4,3.73,2,8.8,0.17,161,0
46.6,14.2,3.73,2,9,0.2,159,0
44.8,14.1,3.73,2,9.1,0.29,162,0
44.1,14.1,3.91,1.9,9.3,0.34,159,0
42.6,14,3.73,1.9,9.5,0.38,160,0
42.6,13.7,3.22,1.8,9.6,0.37,161,0
42.6,13.1,3.91,1.8,9,0.46,161,0
43.6,12.3,6.49,1.8,7.3,0.68,198,0
36.8,18.3,31,1.4,0.2,0.72,208,0
36.5,18.1,31,1.5,0.7,0.5,199,0
36.6,17.7,30.98,1.5,1.1,0.26,235,0
32.2,17.5,31,1.5,0.4,0.54,186,0
32.3,17.7,31,1.5,0.4,0,239,0
32.3,18,31,1.6,0.6,0,228,0
30.5,17.6,31,1.6,0,0,225,0
33.3,17.5,31,1.6,0.3,0,204,0
35.7,17.9,31,1.4,0,0,236,0
36.5,17.5,31,1.5,0,0,237,0
36.4,16.6,31,1.6,0.4,0,236,0
37.3,16.3,31,1.5,0.2,0,178,0
35.2,15.3,30.49,1.5,1.2,0.83,84,0
36,14.3,30.08,1.4,1.4,1.78,149,0
38,12.5,24.71,1.3,4.5,3.08,211,0
38.6,12.8,27.32,1.4,2.9,3.74,220,0
38.4,13.7,30.86,1.4,0,1.93,235,0
39.2,13.7,31,1.4,0.1,4.27,174,0
38.7,13.4,30.98,1.4,0.1,4.7,235,0
32.6,16.9,6.06,1.8,7.4,0.23,156,0
34,16.7,6.06,1.9,7.2,0.33,158,0
36.4,16.3,5.23,1.9,7.3,0.48,158,0
39,16,5.03,2,7.5,0.53,159,0
42.1,15.5,4.45,2,7.5,0.34,161,0
44.7,15.2,3.91,2,7.9,0.19,161,0
45.3,14.8,3.73,2.1,8.1,0.12,161,0
46.3,14.5,3.56,2.1,8.5,0.13,159,0
45.6,14.3,3.39,2.1,8.6,0.14,159,0
48,14.1,3.06,2.1,8.8,0.25,158,0
44.1,14.1,3.06,2,9.2,0.3,159,0
42.7,14.1,2.9,1.9,9.5,0.34,158,0
42.8,14,2.75,1.9,9.7,0.32,157,0
41.6,13.8,2.31,1.9,9.8,0.39,156,0
41.2,13.7,1.91,1.9,9.9,0.44,157,0
35.9,18.9,31,1.5,0.2,0.26,223,0
34.4,18.8,31,1.4,0.2,0.12,228,0
31.2,18.2,31,1.4,0.4,0.82,232,0
31.1,18,31,1.5,0.3,0.83,239,0
30.7,18.9,31,1.5,0.3,0,212,0
31.1,18.7,31,1.6,0,0,234,0
31.5,19.2,31,1.5,0,0,237,0
29.9,18.8,31,1.6,0,0,232,0
31.8,18.2,31,1.5,0,0,232,0
33.7,18,31,1.4,0,0,182,0
35.6,17.2,31,1.5,0,0,177,0
35.3,15.9,30.62,1.5,1.2,0.64,216,0
36.3,14.1,27.76,1.4,3.3,1.38,116,0
37.3,12.7,12.33,1.4,8.5,2.79,101,0
34.9,12.5,22.01,1.4,5.8,3.19,209,0
35,12.3,22.01,1.4,5.6,3.76,217,0
35.9,12.7,27.32,1.4,2.7,4.97,207,0
36.5,12.6,29.98,1.4,0.6,6.02,100,0
36.9,11.9,29.61,1.4,0.6,6.76,96,0
25.2,17.3,5.64,2,7.3,0.16,156,0
28,17.3,6.27,2,7.1,0.25,158,0
30.6,17.1,6.49,2,6.7,0.23,157,0
34.9,16.7,5.43,2,6.9,0.27,159,0
37.5,16.2,4.84,2.1,7.2,0.35,164,0
40.7,15.7,4.45,2.1,7.2,0.33,164,0
43.2,15.3,3.91,2.2,7.4,0.17,164,0
43.8,14.9,3.39,2.2,7.7,0.08,164,0
45.4,14.6,3.06,2.2,8.2,0.06,161,0
45.4,14.3,2.9,2.2,8.3,0.11,162,0
46.5,14.2,2.75,2.2,8.8,0.17,157,0
43.4,14.3,2.6,2.1,9.2,0.25,157,0
43.5,14.3,2.6,2,9.5,0.3,157,0
43.6,14.3,2.45,1.9,9.7,0.39,158,0
42.4,14.2,2.17,1.9,9.8,0.37,156,0
41.7,14.1,1.66,2,9.9,0.4,156,0
34.8,18.9,31,1.4,0.1,0.41,224,0
35,18.8,31,1.3,0.2,0.34,230,0
31.5,18.5,31,1.4,0.3,0.98,235,0
31.2,18.3,31,1.4,0.3,0.98,245,0
30.1,19.3,31,1.4,0.3,0.44,243,0
30.6,18.7,31,1.7,0.1,0.56,146,0
31.3,19,31,1.6,0,0.57,226,0
27.5,19.3,31,1.5,0,0,181,0
29.5,19.3,31,1.6,0,0,140,0
32.4,18.8,31,1.5,0,0,236,0
33.1,15,26.77,1.4,4.4,1.48,123,0
36.4,13.7,23.09,1.4,6.1,1.74,159,0
35.7,13.2,16.59,1.4,7.6,1.88,188,0
36.2,12.9,4.64,1.6,11.1,2.72,169,0
32.1,13.6,8.55,1.5,10,3.04,181,0
33.3,13.4,5.43,1.6,10.7,3.17,167,0
33.5,12.1,17.39,1.5,6.5,4.72,226,0
33.9,11.8,25.88,1.4,3.5,6.06,86,0
34.6,11.3,29.24,1.5,0.9,7.52,235,0
17.5,17,3.73,2,7.7,1.29,151,0
19.4,17.5,4.84,2.1,7.4,0.58,153,0
20.3,17.5,5.03,2.2,7.2,0.35,154,0
21.6,17.4,5.03,2.2,7,0,158,0
24.3,17.3,5.43,2.2,6.8,0,164,0
28.6,17.2,5.64,2.2,6.5,0.08,161,0
31.6,16.9,5.03,2.2,6.7,0,162,0
35.5,16.4,4.84,2.3,6.6,0.18,166,0
38.7,15.9,4.45,2.3,6.8,0.29,166,0
41.4,15.4,4.09,2.3,6.9,0.21,172,0
42.2,14.9,3.56,2.3,7.2,0.1,172,0
43.7,14.6,3.22,2.2,7.5,0.05,164,0
43.7,14.5,2.6,2.2,8.2,0.06,160,0
45,14.4,2.6,2.1,8.7,0.17,158,0
44.3,14.5,2.31,2,9.1,0.2,156,0
44.6,14.6,2.6,1.9,9.3,0.28,156,0
44.9,14.7,2.45,1.9,9.6,0.35,158,0
43.6,14.7,1.91,1.9,9.8,0.4,155,0
42.4,14.5,1.54,2,10,0.36,155,0
35.4,18.6,31,1.3,0.1,0.84,129,0
35.2,17.7,31,1.4,0.4,0.65,151,0
35.6,18.2,31,1.3,0.3,0.61,170,0
34.2,16.5,30.7,1.3,2.6,0.77,111,0
29.4,15.3,27.84,1.5,4.5,0.51,113,0
31.4,16.9,30.3,1.5,2.5,0.89,105,0
32.1,15.4,25.99,1.5,5.1,0.66,113,0
28.4,16.5,27.84,1.6,4.2,0.57,128,0
30.1,18,30.45,1.6,2.2,0.73,168,0
31.8,15.6,26.19,1.6,5,1.04,90,0
33.3,13.8,15.79,1.5,8.1,0.99,201,0
35.4,12.6,5.64,1.6,10.7,1.65,199,0
35.9,12.7,3.39,1.6,11.6,2.21,200,0
32.8,13.4,1.31,1.7,13.2,2.03,127,0
32.1,13.9,0.39,1.8,14.3,2.73,153,0
33,13.2,0.15,1.8,14.1,2.69,154,0
32.7,12.3,0.59,1.7,12.7,3.56,167,0
31.3,11.7,24.82,1.4,4.3,6.1,186,0
31.9,11.9,11.81,1.6,7.9,7.11,128,0
17.5,17.2,2.9,2.1,8,0,150,0
17.5,17.5,3.56,2.2,7.5,0,157,0
17.5,17.7,4.09,2.3,7.1,0,160,0
17.5,17.7,4.09,2.3,7.1,0,154,0
18,17.6,4.09,2.4,7,0,163,0
19.6,17.3,4.84,2.4,6.6,0,159,0
22,17.2,4.45,2.5,6.5,0,162,0
26.1,17,4.09,2.6,6.4,0,164,0
29,16.8,3.73,2.6,6.6,0,164,0
32.8,16.4,3.91,2.5,6.5,0,167,0
36.3,16,4.09,2.4,6.6,0,168,0
37.8,15.5,3.39,2.4,6.9,0.2,166,0
40,15,3.06,2.4,7,0.19,174,0
41.8,14.7,2.9,2.3,7.5,0.11,166,0
42,14.7,2.17,2.2,8.2,0.09,164,0
43.2,14.6,2.31,2.1,8.6,0.13,157,0
43,14.7,2.17,1.9,9.1,0.21,156,0
43.9,14.8,2.45,1.8,9.3,0.28,156,0
44.5,15.1,2.45,1.9,9.7,0.37,156,0
43.3,15.1,1.91,2,9.9,0.52,155,0
42.2,14.9,1.54,2,10.1,0.47,156,0
34.5,10.5,21.77,1.3,6,0.53,151,0
34.7,9.8,17.39,1.3,7,0.49,150,0
32.8,12.5,26.68,1.3,4.8,0.78,132,0
34.7,15,28.98,1.3,3.9,0.79,90,0
35,12.5,16.59,1.5,7.8,0.69,199,0
33.2,12.9,16.33,1.5,7.8,0.72,130,0
34.8,12.7,7.38,1.7,9.8,0.79,189,0
32.1,13.5,16.59,1.6,7.7,0.73,117,0
32.3,14,21.27,1.5,6.7,0.68,155,0
32.6,12.8,6.27,1.6,10.3,0.79,198,0
35.9,12.7,5.85,1.6,10.4,0.93,203,0
35.7,12.6,1.78,1.7,12.2,1.53,127,0
34.7,12.5,0,1.8,14.8,2.4,153,0
33.1,12.7,0,1.8,14.9,1.93,153,0
30.8,13.1,0.45,1.8,13.9,2.15,155,0
30.3,13,1.21,1.8,12.9,2.54,180,0
31,12.2,1.78,1.7,12.2,3.25,189,0
30,12.1,9.52,1.6,8.9,5.71,142,0
29.3,12.2,7.38,1.7,9.3,7.17,143,0
16.3,18,3.73,2.2,8,0,149,0
16.3,18.2,4.27,2.3,7.5,0,155,0
16.3,18.1,4.45,2.4,6.9,0,166,0
16.3,17.8,4.09,2.6,6.7,0,163,0
16.5,17.5,3.06,2.7,6.7,0,160,0
17.6,17.2,2.9,2.8,6.6,0,164,0
19.5,16.9,2.9,2.9,6.5,0,160,0
22,16.7,2.31,2.9,6.5,0,166,0
25.9,16.5,2.6,2.8,6.5,0,164,0
29.7,16.4,3.06,2.7,6.6,0,168,0
33.2,16.1,3.22,2.6,6.5,0,172,0
34.8,15.6,2.6,2.5,6.8,0,164,0
37.3,15.1,1.91,2.4,7.3,0.34,163,0
39.2,14.9,1.78,2.4,7.8,0.25,161,0
39.6,14.8,1.91,2.2,8.2,0.17,158,0
41,14.8,2.17,2.1,8.5,0.19,170,0
40.8,14.9,2.17,2,9,0.28,158,0
41.6,15.1,2.17,1.9,9.5,0.39,160,0
42,15.3,2.17,1.9,9.7,0.41,156,0
40.8,15.3,1.66,2.1,10,0.49,154,0
39.7,15.1,1.66,2.1,10.2,0.35,156,0
33.3,11.5,0.45,1.8,12.2,0.58,145,0
33.9,11.7,0,1.8,13.4,0.65,151,0
36.5,12.3,0.04,1.8,13.3,0.6,148,0
37.9,11.9,0.59,1.8,12.5,0.93,119,0
40.1,12.1,0.11,1.8,13.3,0.95,146,0
41.5,12.3,0.45,1.7,12.8,0.94,145,0
40.8,12.8,0.39,1.7,13.2,0.88,148,0
32.9,13,0.45,1.8,13.3,0.78,152,0
33.1,12.9,0,1.9,14.7,0.71,150,0
33.5,12.7,0,1.9,15.4,0.76,150,0
37.1,12.5,0,1.9,15.1,0.77,149,0
36.6,12.3,0,1.9,15.1,0.95,150,0
34.1,11.4,0,1.9,15,1.42,153,0
32.3,11.7,0.06,1.8,13.9,1.15,183,0
29.8,12.4,8.79,1.6,9.4,2.2,168,0
28.8,12.4,8.08,1.6,9.5,2.8,141,0
28.9,12.1,1.91,1.7,12,3.4,110,0
27.6,12.1,2.45,1.7,11.6,5.13,151,0
27.1,12.3,10.02,1.6,8.6,7.83,221,0
15,18.9,4.09,2.5,7.4,0,153,0
15,18.5,4.09,2.6,6.9,0,160,0
15,18,3.39,2.7,6.6,0,158,0
15,17.6,2.75,2.9,6.7,0,158,0
15.6,17.1,1.66,3.1,6.9,0,156,0
17,16.6,1.42,3.2,6.7,0,158,0
19,16.4,1.11,3.3,6.8,0,158,0
22.6,16.3,1.42,3,6.8,0,161,0
26.2,16.1,2.04,2.9,6.6,0,168,0
29.7,16,2.31,2.8,6.5,0,165,0
31.4,15.5,1.78,2.6,6.8,0,163,0
34,15.2,1.31,2.5,7.5,0,160,0
36.2,14.9,0.92,2.4,8,0.45,158,0
36.7,14.8,1.31,2.3,8.2,0.4,168,0
38.1,14.9,1.42,2.2,8.6,0.38,154,0
39.1,15,1.91,2.1,9.1,0.46,165,0
38.4,15.2,2.31,2,9.4,0.57,159,0
38.5,15.4,2.31,2,9.8,0.39,157,0
37,15.5,2.04,2.1,10.2,0.34,156,0
